	tissue	substance_name	pktype	unit	interventions	individual_pk	value	group_pk	mean	se	cv	time_unit	time	sd	figure	auc_end	kel	max	min	median	category	route	unit_intervention	substance_name_intervention	value_intervention	time_unit_intervention	time_intervention	form	application	choice	se_intervention	min_intervention	max_intervention	study	subject_pk	subject_name	('general', 'group_count')	('species', 'choice')	('species', 'count')	('healthy', 'choice')	('healthy', 'count')	('sex', 'choice')	('sex', 'count')	('age', 'count')	('age', 'cv')	('age', 'max')	('age', 'mean')	('age', 'median')	('age', 'min')	('age', 'sd')	('age', 'se')	('age', 'unit')	('weight', 'count')	('weight', 'cv')	('weight', 'max')	('weight', 'mean')	('weight', 'median')	('weight', 'min')	('weight', 'sd')	('weight', 'se')	('weight', 'unit')	('smoking', 'choice')	('smoking', 'count')	('abstinence', 'choice')	('abstinence', 'count')	('abstinence', 'mean')	('abstinence', 'min')	('abstinence', 'unit')	('medication', 'choice')	('medication', 'count')	('overnight fast', 'choice')	('overnight fast', 'count')	('ethnicity', 'choice')	('ethnicity', 'count')	('oral contraceptives', 'choice')	('oral contraceptives', 'count')	('bmi', 'count')	('bmi', 'cv')	('bmi', 'max')	('bmi', 'mean')	('bmi', 'median')	('bmi', 'min')	('bmi', 'sd')	('bmi', 'se')	('bmi', 'unit')	('disease', 'choice')	('disease', 'count')	('fasted', 'count')	('fasted', 'max')	('fasted', 'mean')	('fasted', 'min')	('fasted', 'unit')	('phenotype', 'choice')	('phenotype', 'count')	('glucose', 'count')	('glucose', 'cv')	('glucose', 'max')	('glucose', 'mean')	('glucose', 'min')	('glucose', 'sd')	('glucose', 'se')	('glucose', 'unit')	('smoking amount (cigarettes)', 'count')	('smoking amount (cigarettes)', 'cv')	('smoking amount (cigarettes)', 'max')	('smoking amount (cigarettes)', 'mean')	('smoking amount (cigarettes)', 'min')	('smoking amount (cigarettes)', 'sd')	('smoking amount (cigarettes)', 'se')	('smoking amount (cigarettes)', 'unit')	('alcohol abstinence', 'choice')	('alcohol abstinence', 'count')	('alcohol abstinence', 'min')	('alcohol abstinence', 'unit')	('height', 'count')	('height', 'cv')	('height', 'max')	('height', 'mean')	('height', 'min')	('height', 'sd')	('height', 'se')	('height', 'unit')	('HbA1c', 'count')	('HbA1c', 'cv')	('HbA1c', 'max')	('HbA1c', 'mean')	('HbA1c', 'min')	('HbA1c', 'se')	('HbA1c', 'unit')	('insulin', 'count')	('insulin', 'cv')	('insulin', 'mean')	('insulin', 'sd')	('insulin', 'se')	('insulin', 'unit')	('consumption', 'choice')	('consumption', 'count')	('consumption', 'cv')	('consumption', 'max')	('consumption', 'mean')	('consumption', 'min')	('consumption', 'sd')	('consumption', 'se')	('consumption', 'unit')	('obesity index', 'count')	('obesity index', 'cv')	('obesity index', 'max')	('obesity index', 'mean')	('obesity index', 'min')	('obesity index', 'sd')	('obesity index', 'se')	('obesity index', 'unit')	('caffeine amount', 'count')	('caffeine amount', 'cv')	('caffeine amount', 'max')	('caffeine amount', 'mean')	('caffeine amount', 'min')	('caffeine amount', 'sd')	('caffeine amount', 'se')	('caffeine amount', 'unit')	('disease duration', 'count')	('disease duration', 'cv')	('disease duration', 'max')	('disease duration', 'mean')	('disease duration', 'min')	('disease duration', 'sd')	('disease duration', 'se')	('disease duration', 'unit')	('CYP2D6 genotype', 'choice')	('CYP2D6 genotype', 'count')	('triglyceride', 'count')	('triglyceride', 'cv')	('triglyceride', 'mean')	('triglyceride', 'se')	('triglyceride', 'unit')	('LDL-H', 'count')	('LDL-H', 'cv')	('LDL-H', 'mean')	('LDL-H', 'se')	('LDL-H', 'unit')	('LDL-C', 'count')	('LDL-C', 'cv')	('LDL-C', 'mean')	('LDL-C', 'se')	('LDL-C', 'unit')	('cholesterol', 'count')	('cholesterol', 'cv')	('cholesterol', 'mean')	('cholesterol', 'se')	('cholesterol', 'unit')	('body surface area', 'count')	('body surface area', 'cv')	('body surface area', 'max')	('body surface area', 'mean')	('body surface area', 'min')	('body surface area', 'sd')	('body surface area', 'se')	('body surface area', 'unit')	('blood pressure', 'count')	('blood pressure', 'max')	('blood pressure', 'unit')	('percent fat', 'count')	('percent fat', 'cv')	('percent fat', 'mean')	('percent fat', 'sd')	('percent fat', 'se')	('percent fat', 'unit')	('obese', 'choice')	('obese', 'count')	('glucagon', 'count')	('glucagon', 'cv')	('glucagon', 'mean')	('glucagon', 'sd')	('glucagon', 'se')	('glucagon', 'unit')	('smoking duration (years)', 'count')	('smoking duration (years)', 'mean')	('smoking duration (years)', 'min')	('smoking duration (years)', 'unit')	('genetics', 'choice')	('genetics', 'count')	('caffeine', 'choice')	('caffeine', 'count')	('muscle weight', 'count')	('muscle weight', 'cv')	('muscle weight', 'mean')	('muscle weight', 'sd')	('muscle weight', 'se')	('muscle weight', 'unit')	('medication type', 'choice')	('medication type', 'count')	('lean body mass', 'count')	('lean body mass', 'cv')	('lean body mass', 'mean')	('lean body mass', 'sd')	('lean body mass', 'se')	('lean body mass', 'unit')	('fat weight', 'count')	('fat weight', 'cv')	('fat weight', 'mean')	('fat weight', 'se')	('fat weight', 'unit')	('metabolic ratio', 'count')	('metabolic ratio', 'max')	('metabolic ratio', 'mean')	('metabolic ratio', 'min')	('metabolic ratio', 'unit')	('alcohol', 'choice')	('alcohol', 'count')	('smoking amount (packyears)', 'count')	('smoking amount (packyears)', 'min')	('smoking amount (packyears)', 'unit')	('caffeine amount (beverages)', 'count')	('caffeine amount (beverages)', 'max')	('caffeine amount (beverages)', 'unit')
375	plasma	caffeine	auc_end	mg*h/l	254			127.0	2.83	0.483	0.341	h	24.0								dosing	oral	mg/kg	caffeine	0.22	h	0.0							Bonati1982	127	all	4	homo sapiens	4	Y	4.0	M	4	4.0		36.0			26.0			yr	4.0			70.0					kg										Y	4.0																																																																																																																																																																																							
376	plasma	caffeine	vd	l	254			127.0	33.7	3.8	0.226	h	24.0								dosing	oral	mg/kg	caffeine	0.22	h	0.0							Bonati1982	127	all	4	homo sapiens	4	Y	4.0	M	4	4.0		36.0			26.0			yr	4.0			70.0					kg										Y	4.0																																																																																																																																																																																							
377	plasma	caffeine	clearance	l/h	254			127.0	6.24	1.56	0.5	h	24.0								dosing	oral	mg/kg	caffeine	0.22	h	0.0							Bonati1982	127	all	4	homo sapiens	4	Y	4.0	M	4	4.0		36.0			26.0			yr	4.0			70.0					kg										Y	4.0																																																																																																																																																																																							
378	plasma	caffeine	kabs	1/h	256			127.0	5.51	1.84	0.6679999999999999	h	24.0								dosing	oral	mg/kg	caffeine	1.0	h	0.0							Bonati1982	127	all	4	homo sapiens	4	Y	4.0	M	4	4.0		36.0			26.0			yr	4.0			70.0					kg										Y	4.0																																																																																																																																																																																							
379	plasma	caffeine	kel	1/h	256			127.0	0.165	0.017	0.20600000000000002	h	24.0								dosing	oral	mg/kg	caffeine	1.0	h	0.0							Bonati1982	127	all	4	homo sapiens	4	Y	4.0	M	4	4.0		36.0			26.0			yr	4.0			70.0					kg										Y	4.0																																																																																																																																																																																							
380	plasma	caffeine	thalf	h	256			127.0	4.2			h	24.0								dosing	oral	mg/kg	caffeine	1.0	h	0.0							Bonati1982	127	all	4	homo sapiens	4	Y	4.0	M	4	4.0		36.0			26.0			yr	4.0			70.0					kg										Y	4.0																																																																																																																																																																																							
381	plasma	caffeine	auc_end	mg*h/l	256			127.0	9.07	1.07	0.235	h	24.0								dosing	oral	mg/kg	caffeine	1.0	h	0.0							Bonati1982	127	all	4	homo sapiens	4	Y	4.0	M	4	4.0		36.0			26.0			yr	4.0			70.0					kg										Y	4.0																																																																																																																																																																																							
382	plasma	caffeine	vd	l	256			127.0	48.7	2.8	0.115	h	24.0								dosing	oral	mg/kg	caffeine	1.0	h	0.0							Bonati1982	127	all	4	homo sapiens	4	Y	4.0	M	4	4.0		36.0			26.0			yr	4.0			70.0					kg										Y	4.0																																																																																																																																																																																							
383	plasma	caffeine	clearance	l/h	256			127.0	7.98	0.84	0.21100000000000002	h	24.0								dosing	oral	mg/kg	caffeine	1.0	h	0.0							Bonati1982	127	all	4	homo sapiens	4	Y	4.0	M	4	4.0		36.0			26.0			yr	4.0			70.0					kg										Y	4.0																																																																																																																																																																																							
384	plasma	caffeine	kabs	1/h	258			127.0	5.6	1.75	0.625	h	24.0								dosing	oral	mg/kg	caffeine	1.54	h	0.0							Bonati1982	127	all	4	homo sapiens	4	Y	4.0	M	4	4.0		36.0			26.0			yr	4.0			70.0					kg										Y	4.0																																																																																																																																																																																							
385	plasma	caffeine	kel	1/h	258			127.0	0.139	0.025	0.36	h	24.0								dosing	oral	mg/kg	caffeine	1.54	h	0.0							Bonati1982	127	all	4	homo sapiens	4	Y	4.0	M	4	4.0		36.0			26.0			yr	4.0			70.0					kg										Y	4.0																																																																																																																																																																																							
386	plasma	caffeine	thalf	h	258			127.0	5.0			h	24.0								dosing	oral	mg/kg	caffeine	1.54	h	0.0							Bonati1982	127	all	4	homo sapiens	4	Y	4.0	M	4	4.0		36.0			26.0			yr	4.0			70.0					kg										Y	4.0																																																																																																																																																																																							
387	plasma	caffeine	auc_end	mg*h/l	258			127.0	16.3	2.47	0.303	h	24.0								dosing	oral	mg/kg	caffeine	1.54	h	0.0							Bonati1982	127	all	4	homo sapiens	4	Y	4.0	M	4	4.0		36.0			26.0			yr	4.0			70.0					kg										Y	4.0																																																																																																																																																																																							
388	plasma	caffeine	vd	l	258			127.0	53.5	5.7	0.213	h	24.0								dosing	oral	mg/kg	caffeine	1.54	h	0.0							Bonati1982	127	all	4	homo sapiens	4	Y	4.0	M	4	4.0		36.0			26.0			yr	4.0			70.0					kg										Y	4.0																																																																																																																																																																																							
389	plasma	caffeine	clearance	l/h	258			127.0	7.14	0.84	0.235	h	24.0								dosing	oral	mg/kg	caffeine	1.54	h	0.0							Bonati1982	127	all	4	homo sapiens	4	Y	4.0	M	4	4.0		36.0			26.0			yr	4.0			70.0					kg										Y	4.0																																																																																																																																																																																							
390	plasma	caffeine	kabs	1/h	260			127.0	6.31	1.91	0.605	h	24.0								dosing	oral	mg/kg	caffeine	5.0	h	0.0							Bonati1982	127	all	4	homo sapiens	4	Y	4.0	M	4	4.0		36.0			26.0			yr	4.0			70.0					kg										Y	4.0																																																																																																																																																																																							
391	plasma	caffeine	kel	1/h	260			127.0	0.11	0.016	0.29100000000000004	h	24.0								dosing	oral	mg/kg	caffeine	5.0	h	0.0							Bonati1982	127	all	4	homo sapiens	4	Y	4.0	M	4	4.0		36.0			26.0			yr	4.0			70.0					kg										Y	4.0																																																																																																																																																																																							
392	plasma	caffeine	thalf	h	260			127.0	6.3			h	24.0								dosing	oral	mg/kg	caffeine	5.0	h	0.0							Bonati1982	127	all	4	homo sapiens	4	Y	4.0	M	4	4.0		36.0			26.0			yr	4.0			70.0					kg										Y	4.0																																																																																																																																																																																							
393	plasma	caffeine	auc_end	mg*h/l	260			127.0	86.1	11.5	0.268	h	24.0								dosing	oral	mg/kg	caffeine	5.0	h	0.0							Bonati1982	127	all	4	homo sapiens	4	Y	4.0	M	4	4.0		36.0			26.0			yr	4.0			70.0					kg										Y	4.0																																																																																																																																																																																							
394	plasma	caffeine	vd	l	260			127.0	39.4	1.6	0.0812	h	24.0								dosing	oral	mg/kg	caffeine	5.0	h	0.0							Bonati1982	127	all	4	homo sapiens	4	Y	4.0	M	4	4.0		36.0			26.0			yr	4.0			70.0					kg										Y	4.0																																																																																																																																																																																							
395	plasma	caffeine	clearance	l/h	260			127.0	4.26	0.54	0.254	h	24.0								dosing	oral	mg/kg	caffeine	5.0	h	0.0							Bonati1982	127	all	4	homo sapiens	4	Y	4.0	M	4	4.0		36.0			26.0			yr	4.0			70.0					kg										Y	4.0																																																																																																																																																																																							
396	plasma	caffeine	clearance_unbound	l/h/kg	290			147.0	0.072	0.008490000000000001	0.33299999999999996			0.024							dosing	oral	mg	caffeine	250.0	h	0.0							Desmond1980	147	S3	8	homo sapiens	33	N	8.0	M	33	8.0	0.121	60.0	49.6		42.0	6.0	2.12	yr	8.0	0.155	84.0	71.5		48.0	11.1	3.92	kg	Mixed	8												N	33										cirrhosis	8.0																																																																																																																																																																								
397	plasma	caffeine	plasma_binding	-	290			147.0	25.5	1.41	0.157			4.0							dosing	oral	mg	caffeine	250.0	h	0.0							Desmond1980	147	S3	8	homo sapiens	33	N	8.0	M	33	8.0	0.121	60.0	49.6		42.0	6.0	2.12	yr	8.0	0.155	84.0	71.5		48.0	11.1	3.92	kg	Mixed	8												N	33										cirrhosis	8.0																																																																																																																																																																								
398	plasma	caffeine	clearance	l/h/kg	290			147.0	0.054	0.00636	0.33299999999999996			0.018							dosing	oral	mg	caffeine	250.0	h	0.0							Desmond1980	147	S3	8	homo sapiens	33	N	8.0	M	33	8.0	0.121	60.0	49.6		42.0	6.0	2.12	yr	8.0	0.155	84.0	71.5		48.0	11.1	3.92	kg	Mixed	8												N	33										cirrhosis	8.0																																																																																																																																																																								
399	plasma	caffeine	vd	l/kg	290			147.0	0.47	0.0566	0.34			0.16							dosing	oral	mg	caffeine	250.0	h	0.0							Desmond1980	147	S3	8	homo sapiens	33	N	8.0	M	33	8.0	0.121	60.0	49.6		42.0	6.0	2.12	yr	8.0	0.155	84.0	71.5		48.0	11.1	3.92	kg	Mixed	8												N	33										cirrhosis	8.0																																																																																																																																																																								
400	plasma	caffeine	thalf	h	290			147.0	6.1	0.672	0.311			1.9							dosing	oral	mg	caffeine	250.0	h	0.0							Desmond1980	147	S3	8	homo sapiens	33	N	8.0	M	33	8.0	0.121	60.0	49.6		42.0	6.0	2.12	yr	8.0	0.155	84.0	71.5		48.0	11.1	3.92	kg	Mixed	8												N	33										cirrhosis	8.0																																																																																																																																																																								
401	plasma	caffeine	clearance_unbound	l/h/kg	290			145.0	0.12	0.0108	0.35			0.042							dosing	oral	mg	caffeine	250.0	h	0.0							Desmond1980	145	S1	15	homo sapiens	33	Y	15.0	M	33	15.0		71.0			18.0			yr										('Y', 'N')	(2, 3)												N	33																																																																																																																																																																																			
402	plasma	caffeine	plasma_binding	-	290			145.0	313.0	0.465	0.00575			1.8							dosing	oral	mg	caffeine	250.0	h	0.0							Desmond1980	145	S1	15	homo sapiens	33	Y	15.0	M	33	15.0		71.0			18.0			yr										('Y', 'N')	(2, 3)												N	33																																																																																																																																																																																			
403	plasma	caffeine	clearance	l/h/kg	290			145.0	0.084	0.00775	0.35700000000000004			0.03							dosing	oral	mg	caffeine	250.0	h	0.0							Desmond1980	145	S1	15	homo sapiens	33	Y	15.0	M	33	15.0		71.0			18.0			yr										('Y', 'N')	(2, 3)												N	33																																																																																																																																																																																			
404	plasma	caffeine	vd	l/kg	290			145.0	0.54	0.0439	0.315			0.17							dosing	oral	mg	caffeine	250.0	h	0.0							Desmond1980	145	S1	15	homo sapiens	33	Y	15.0	M	33	15.0		71.0			18.0			yr										('Y', 'N')	(2, 3)												N	33																																																																																																																																																																																			
405	plasma	caffeine	thalf	h	290			145.0	5.2	0.62	0.462			2.4							dosing	oral	mg	caffeine	250.0	h	0.0							Desmond1980	145	S1	15	homo sapiens	33	Y	15.0	M	33	15.0		71.0			18.0			yr										('Y', 'N')	(2, 3)												N	33																																																																																																																																																																																			
406	plasma	paraxanthine	cmax	µg/ml	316			164.0	1.23	0.0635	0.179			0.22							dosing	oral	mg	caffeine	230.0	h	0.0							Harder1988	164	S1	12	homo sapiens	12	Y	12.0	M	12	12.0		40.0			20.0			yr	12.0	0.11800000000000001	100.0	75.0		65.0	8.83	2.55	kg	N	12	methylxanthine	12				N	12					N	12																																																																																																																																																																																			
407	plasma	paraxanthine	tmax	h	316			164.0	5.15	0.447	0.301			1.55							dosing	oral	mg	caffeine	230.0	h	0.0							Harder1988	164	S1	12	homo sapiens	12	Y	12.0	M	12	12.0		40.0			20.0			yr	12.0	0.11800000000000001	100.0	75.0		65.0	8.83	2.55	kg	N	12	methylxanthine	12				N	12					N	12																																																																																																																																																																																			
408	plasma	paraxanthine	auc_inf	mg*h/l	316			164.0	22.6	2.83	0.434			9.8							dosing	oral	mg	caffeine	230.0	h	0.0							Harder1988	164	S1	12	homo sapiens	12	Y	12.0	M	12	12.0		40.0			20.0			yr	12.0	0.11800000000000001	100.0	75.0		65.0	8.83	2.55	kg	N	12	methylxanthine	12				N	12					N	12																																																																																																																																																																																			
409	plasma	paraxanthine	thalf	h	316			164.0	2.7	0.318	0.40700000000000003			1.1							dosing	oral	mg	caffeine	230.0	h	0.0							Harder1988	164	S1	12	homo sapiens	12	Y	12.0	M	12	12.0		40.0			20.0			yr	12.0	0.11800000000000001	100.0	75.0		65.0	8.83	2.55	kg	N	12	methylxanthine	12				N	12					N	12																																																																																																																																																																																			
410	plasma	paraxanthine	cmax	µg/ml	316			164.0	1.57	0.0866	0.191			0.3							dosing	oral	mg	caffeine	230.0	h	0.0							Harder1988	164	S1	12	homo sapiens	12	Y	12.0	M	12	12.0		40.0			20.0			yr	12.0	0.11800000000000001	100.0	75.0		65.0	8.83	2.55	kg	N	12	methylxanthine	12				N	12					N	12																																																																																																																																																																																			
411	plasma	paraxanthine	tmax	h	316			164.0	5.3	0.7509999999999999	0.491			2.6							dosing	oral	mg	caffeine	230.0	h	0.0							Harder1988	164	S1	12	homo sapiens	12	Y	12.0	M	12	12.0		40.0			20.0			yr	12.0	0.11800000000000001	100.0	75.0		65.0	8.83	2.55	kg	N	12	methylxanthine	12				N	12					N	12																																																																																																																																																																																			
412	plasma	paraxanthine	auc_inf	mg*h/l	316			164.0	21.9	1.67	0.265			5.8							dosing	oral	mg	caffeine	230.0	h	0.0							Harder1988	164	S1	12	homo sapiens	12	Y	12.0	M	12	12.0		40.0			20.0			yr	12.0	0.11800000000000001	100.0	75.0		65.0	8.83	2.55	kg	N	12	methylxanthine	12				N	12					N	12																																																																																																																																																																																			
413	plasma	paraxanthine	thalf	h	316			164.0	3.1	0.40399999999999997	0.452			1.4							dosing	oral	mg	caffeine	230.0	h	0.0							Harder1988	164	S1	12	homo sapiens	12	Y	12.0	M	12	12.0		40.0			20.0			yr	12.0	0.11800000000000001	100.0	75.0		65.0	8.83	2.55	kg	N	12	methylxanthine	12				N	12					N	12																																																																																																																																																																																			
414	plasma	paraxanthine	cmax	µg/ml	316			164.0	1.57	0.0779	0.172			0.27							dosing	oral	mg	caffeine	230.0	h	0.0							Harder1988	164	S1	12	homo sapiens	12	Y	12.0	M	12	12.0		40.0			20.0			yr	12.0	0.11800000000000001	100.0	75.0		65.0	8.83	2.55	kg	N	12	methylxanthine	12				N	12					N	12																																																																																																																																																																																			
415	plasma	paraxanthine	tmax	h	316			164.0	5.5	0.7509999999999999	0.473			2.6							dosing	oral	mg	caffeine	230.0	h	0.0							Harder1988	164	S1	12	homo sapiens	12	Y	12.0	M	12	12.0		40.0			20.0			yr	12.0	0.11800000000000001	100.0	75.0		65.0	8.83	2.55	kg	N	12	methylxanthine	12				N	12					N	12																																																																																																																																																																																			
416	plasma	paraxanthine	auc_inf	mg*h/l	316			164.0	22.7	2.45	0.374			8.5							dosing	oral	mg	caffeine	230.0	h	0.0							Harder1988	164	S1	12	homo sapiens	12	Y	12.0	M	12	12.0		40.0			20.0			yr	12.0	0.11800000000000001	100.0	75.0		65.0	8.83	2.55	kg	N	12	methylxanthine	12				N	12					N	12																																																																																																																																																																																			
417	plasma	paraxanthine	thalf	h	316			164.0	2.6	0.34600000000000003	0.462			1.2							dosing	oral	mg	caffeine	230.0	h	0.0							Harder1988	164	S1	12	homo sapiens	12	Y	12.0	M	12	12.0		40.0			20.0			yr	12.0	0.11800000000000001	100.0	75.0		65.0	8.83	2.55	kg	N	12	methylxanthine	12				N	12					N	12																																																																																																																																																																																			
418	plasma	paraxanthine	cmax	µg/ml	316			164.0	1.38	0.10099999999999999	0.254			0.35							dosing	oral	mg	caffeine	230.0	h	0.0							Harder1988	164	S1	12	homo sapiens	12	Y	12.0	M	12	12.0		40.0			20.0			yr	12.0	0.11800000000000001	100.0	75.0		65.0	8.83	2.55	kg	N	12	methylxanthine	12				N	12					N	12																																																																																																																																																																																			
419	plasma	paraxanthine	tmax	h	316			164.0	4.3	0.40399999999999997	0.326			1.4							dosing	oral	mg	caffeine	230.0	h	0.0							Harder1988	164	S1	12	homo sapiens	12	Y	12.0	M	12	12.0		40.0			20.0			yr	12.0	0.11800000000000001	100.0	75.0		65.0	8.83	2.55	kg	N	12	methylxanthine	12				N	12					N	12																																																																																																																																																																																			
420	plasma	paraxanthine	auc_inf	mg*h/l	316			164.0	20.2	2.4	0.41100000000000003			8.3							dosing	oral	mg	caffeine	230.0	h	0.0							Harder1988	164	S1	12	homo sapiens	12	Y	12.0	M	12	12.0		40.0			20.0			yr	12.0	0.11800000000000001	100.0	75.0		65.0	8.83	2.55	kg	N	12	methylxanthine	12				N	12					N	12																																																																																																																																																																																			
421	plasma	paraxanthine	thalf	h	316			164.0	2.6	0.26	0.34600000000000003			0.9							dosing	oral	mg	caffeine	230.0	h	0.0							Harder1988	164	S1	12	homo sapiens	12	Y	12.0	M	12	12.0		40.0			20.0			yr	12.0	0.11800000000000001	100.0	75.0		65.0	8.83	2.55	kg	N	12	methylxanthine	12				N	12					N	12																																																																																																																																																																																			
422	plasma	paraxanthine	cmax	µg/ml	316			164.0	1.15	0.0548	0.165			0.19							dosing	oral	mg	caffeine	230.0	h	0.0							Harder1988	164	S1	12	homo sapiens	12	Y	12.0	M	12	12.0		40.0			20.0			yr	12.0	0.11800000000000001	100.0	75.0		65.0	8.83	2.55	kg	N	12	methylxanthine	12				N	12					N	12																																																																																																																																																																																			
423	plasma	paraxanthine	tmax	h	316			164.0	5.3	0.8370000000000001	0.547			2.9							dosing	oral	mg	caffeine	230.0	h	0.0							Harder1988	164	S1	12	homo sapiens	12	Y	12.0	M	12	12.0		40.0			20.0			yr	12.0	0.11800000000000001	100.0	75.0		65.0	8.83	2.55	kg	N	12	methylxanthine	12				N	12					N	12																																																																																																																																																																																			
424	plasma	paraxanthine	auc_inf	mg*h/l	316			164.0	18.5	2.25	0.42200000000000004			7.8							dosing	oral	mg	caffeine	230.0	h	0.0							Harder1988	164	S1	12	homo sapiens	12	Y	12.0	M	12	12.0		40.0			20.0			yr	12.0	0.11800000000000001	100.0	75.0		65.0	8.83	2.55	kg	N	12	methylxanthine	12				N	12					N	12																																																																																																																																																																																			
425	plasma	paraxanthine	thalf	h	316			164.0	3.0	0.289	0.33299999999999996			1.0							dosing	oral	mg	caffeine	230.0	h	0.0							Harder1988	164	S1	12	homo sapiens	12	Y	12.0	M	12	12.0		40.0			20.0			yr	12.0	0.11800000000000001	100.0	75.0		65.0	8.83	2.55	kg	N	12	methylxanthine	12				N	12					N	12																																																																																																																																																																																			
426	plasma	paraxanthine	cmax	µg/ml	316			164.0	1.57	0.0953	0.21			0.33							dosing	oral	mg	caffeine	230.0	h	0.0							Harder1988	164	S1	12	homo sapiens	12	Y	12.0	M	12	12.0		40.0			20.0			yr	12.0	0.11800000000000001	100.0	75.0		65.0	8.83	2.55	kg	N	12	methylxanthine	12				N	12					N	12																																																																																																																																																																																			
427	plasma	paraxanthine	tmax	h	316			164.0	5.7	0.8370000000000001	0.509			2.9							dosing	oral	mg	caffeine	230.0	h	0.0							Harder1988	164	S1	12	homo sapiens	12	Y	12.0	M	12	12.0		40.0			20.0			yr	12.0	0.11800000000000001	100.0	75.0		65.0	8.83	2.55	kg	N	12	methylxanthine	12				N	12					N	12																																																																																																																																																																																			
428	plasma	paraxanthine	auc_inf	mg*h/l	316			164.0	26.6	2.17	0.282			7.5							dosing	oral	mg	caffeine	230.0	h	0.0							Harder1988	164	S1	12	homo sapiens	12	Y	12.0	M	12	12.0		40.0			20.0			yr	12.0	0.11800000000000001	100.0	75.0		65.0	8.83	2.55	kg	N	12	methylxanthine	12				N	12					N	12																																																																																																																																																																																			
429	plasma	paraxanthine	thalf	h	316			164.0	2.6	0.40399999999999997	0.5379999999999999			1.4							dosing	oral	mg	caffeine	230.0	h	0.0							Harder1988	164	S1	12	homo sapiens	12	Y	12.0	M	12	12.0		40.0			20.0			yr	12.0	0.11800000000000001	100.0	75.0		65.0	8.83	2.55	kg	N	12	methylxanthine	12				N	12					N	12																																																																																																																																																																																			
430	plasma	paraxanthine	cmax	µg/ml	316			164.0	1.6	0.0924	0.2			0.32							dosing	oral	mg	caffeine	230.0	h	0.0							Harder1988	164	S1	12	homo sapiens	12	Y	12.0	M	12	12.0		40.0			20.0			yr	12.0	0.11800000000000001	100.0	75.0		65.0	8.83	2.55	kg	N	12	methylxanthine	12				N	12					N	12																																																																																																																																																																																			
431	plasma	paraxanthine	tmax	h	316			164.0	4.8	0.635	0.45799999999999996			2.2							dosing	oral	mg	caffeine	230.0	h	0.0							Harder1988	164	S1	12	homo sapiens	12	Y	12.0	M	12	12.0		40.0			20.0			yr	12.0	0.11800000000000001	100.0	75.0		65.0	8.83	2.55	kg	N	12	methylxanthine	12				N	12					N	12																																																																																																																																																																																			
432	plasma	paraxanthine	auc_inf	mg*h/l	316			164.0	22.0	1.93	0.305			6.7							dosing	oral	mg	caffeine	230.0	h	0.0							Harder1988	164	S1	12	homo sapiens	12	Y	12.0	M	12	12.0		40.0			20.0			yr	12.0	0.11800000000000001	100.0	75.0		65.0	8.83	2.55	kg	N	12	methylxanthine	12				N	12					N	12																																																																																																																																																																																			
433	plasma	paraxanthine	thalf	h	316			164.0	2.7	0.34600000000000003	0.444			1.2							dosing	oral	mg	caffeine	230.0	h	0.0							Harder1988	164	S1	12	homo sapiens	12	Y	12.0	M	12	12.0		40.0			20.0			yr	12.0	0.11800000000000001	100.0	75.0		65.0	8.83	2.55	kg	N	12	methylxanthine	12				N	12					N	12																																																																																																																																																																																			
434	plasma	paraxanthine	cmax	µg/ml	316			164.0	1.56	0.13	0.28800000000000003			0.45							dosing	oral	mg	caffeine	230.0	h	0.0							Harder1988	164	S1	12	homo sapiens	12	Y	12.0	M	12	12.0		40.0			20.0			yr	12.0	0.11800000000000001	100.0	75.0		65.0	8.83	2.55	kg	N	12	methylxanthine	12				N	12					N	12																																																																																																																																																																																			
435	plasma	paraxanthine	tmax	h	316			164.0	4.7	0.606	0.447			2.1							dosing	oral	mg	caffeine	230.0	h	0.0							Harder1988	164	S1	12	homo sapiens	12	Y	12.0	M	12	12.0		40.0			20.0			yr	12.0	0.11800000000000001	100.0	75.0		65.0	8.83	2.55	kg	N	12	methylxanthine	12				N	12					N	12																																																																																																																																																																																			
436	plasma	paraxanthine	auc_inf	mg*h/l	316			164.0	23.8	2.6	0.37799999999999995			9.0							dosing	oral	mg	caffeine	230.0	h	0.0							Harder1988	164	S1	12	homo sapiens	12	Y	12.0	M	12	12.0		40.0			20.0			yr	12.0	0.11800000000000001	100.0	75.0		65.0	8.83	2.55	kg	N	12	methylxanthine	12				N	12					N	12																																																																																																																																																																																			
437	plasma	paraxanthine	thalf	h	316			164.0	2.8	0.375	0.46399999999999997			1.3							dosing	oral	mg	caffeine	230.0	h	0.0							Harder1988	164	S1	12	homo sapiens	12	Y	12.0	M	12	12.0		40.0			20.0			yr	12.0	0.11800000000000001	100.0	75.0		65.0	8.83	2.55	kg	N	12	methylxanthine	12				N	12					N	12																																																																																																																																																																																			
438	plasma	paraxanthine	cmax	µg/ml	316			164.0	1.17	0.0635	0.188			0.22							dosing	oral	mg	caffeine	230.0	h	0.0							Harder1988	164	S1	12	homo sapiens	12	Y	12.0	M	12	12.0		40.0			20.0			yr	12.0	0.11800000000000001	100.0	75.0		65.0	8.83	2.55	kg	N	12	methylxanthine	12				N	12					N	12																																																																																																																																																																																			
